title,address,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,968 N Terrace Hills Dr,SALT LAKE CITY,UT,84103,"$699,800 ","5 bds , 3 ba , 3,524 sqft",,https://www.zillow.com/homedetails/968-N-Terrace-Hills-Dr-Salt-Lake-City-UT-84103/12717072_zpid/
House For Sale,1580 E Connecticut Dr,Salt Lake City,UT,84103,"$3,490,000 ","5 bds , 5.5 ba , 7,884 sqft",,https://www.zillow.com/homedetails/1580-E-Connecticut-Dr-Salt-Lake-City-UT-84103/141830939_zpid/
For Sale by Owner,150 N Main St # 125,Salt Lake City,UT,84103,"$229,000 ","1 bd , 1 ba , 471 sqft",,https://www.zillow.com/homedetails/150-N-Main-St-125-Salt-Lake-City-UT-84103/141828017_zpid/
House For Sale,650 N Saddle Hill Rd,SALT LAKE CITY,UT,84103,"$3,900,000 ","4 bds , 6 ba , 10,346 sqft",,https://www.zillow.com/homedetails/650-N-Saddle-Hill-Rd-Salt-Lake-City-UT-84103/64858150_zpid/
House For Sale,367 W 700 N,SALT LAKE CITY,UT,84103,"$254,995 ","2 bds , 1 ba , 700 sqft",Realtypath LLC - Executives,https://www.zillow.com/homedetails/367-W-700-N-Salt-Lake-City-UT-84103/12709896_zpid/
House For Sale,1654 E Federal Pointe Dr,SALT LAKE CITY,UT,84103,"$2,895,000 ","6 bds , 7 ba , 9,414 sqft",Watts Group,https://www.zillow.com/homedetails/1654-E-Federal-Pointe-Dr-Salt-Lake-City-UT-84103/83821564_zpid/
Condo For Sale,266 E 4TH Ave APT 205,SALT LAKE CITY,UT,84103,"$257,000 ","2 bds , 2 ba , 1,099 sqft",Intermountain Properties,https://www.zillow.com/homedetails/266-E-4TH-Ave-APT-205-Salt-Lake-City-UT-84103/12719460_zpid/
Apartment For Sale,169 W 400 N,SALT LAKE CITY,UT,84103,"$344,900 ","2 bds , 2 ba , 1,600 sqft",,https://www.zillow.com/homedetails/169-W-400-N-Salt-Lake-City-UT-84103/12716278_zpid/
For Sale by Owner,221 W Fern Ave,Salt Lake City,UT,84103,"$324,900 ","1 bd , 1 ba , 1,546 sqft",,https://www.zillow.com/homedetails/221-W-Fern-Ave-Salt-Lake-City-UT-84103/2114336814_zpid/
House For Sale,169 E Braewick Rd,SALT LAKE CITY,UT,84103,"$1,195,000 ","4 bds , 4 ba , 4,396 sqft",Wolfnest Real Estate,https://www.zillow.com/homedetails/169-E-Braewick-Rd-Salt-Lake-City-UT-84103/12717504_zpid/
House For Sale,662 N Saddle Hill Rd,SALT LAKE CITY,UT,84103,"$3,875,000 ","5 bds , 9 ba , 9,259 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/662-N-Saddle-Hill-Rd-Salt-Lake-City-UT-84103/12720456_zpid/
House For Sale,585 E 3rd N Ave,Salt Lake City,UT,84103,"$460,000 ","3 bds , 2 ba , 1,908 sqft",Coldwell Banker Residential Bkrg - Union Heights,https://www.zillow.com/homedetails/585-E-3rd-N-Ave-Salt-Lake-City-UT-84103/2092577644_zpid/
House For Sale,378 E Capitol Oaks Ln,SALT LAKE CITY,UT,84103,"$3,650,000 ","5 bds , 7 ba , 9,944 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/378-E-Capitol-Oaks-Ln-Salt-Lake-City-UT-84103/12717470_zpid/
Condo For Sale,521 E 5TH Ave APT 206,SALT LAKE CITY,UT,84103,"$275,000 ","2 bds , 2 ba , 1,100 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/521-E-5TH-Ave-APT-206-Salt-Lake-City-UT-84103/12719603_zpid/
House For Sale,615 NW Capitol St E,Salt Lake City,UT,84103,"$799,900 ","3 bds , 3 ba , 4,000 sqft",Urban Utah Homes & Estates,https://www.zillow.com/homedetails/615-NW-Capitol-St-E-Salt-Lake-City-UT-84103/2094224256_zpid/
House For Sale,607 N Capitol Park Ave,Salt Lake City,UT,84103,"$2,800,000 ","6 bds , 7 ba , 8,441 sqft",Besst Realty Group,https://www.zillow.com/homedetails/607-N-Capitol-Park-Ave-Salt-Lake-City-UT-84103/2092287105_zpid/
House For Sale,620 F St,SALT LAKE CITY,UT,84103,"$770,000 ","4 bds , 4 ba , 3,074 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/620-F-St-Salt-Lake-City-UT-84103/12718143_zpid/
House For Sale,1436 E Penrose Dr,SALT LAKE CITY,UT,84103,"$1,095,000 ","4 bds , 5 ba , 4,258 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/1436-E-Penrose-Dr-Salt-Lake-City-UT-84103/12722068_zpid/
House For Sale,73 N Virginia E St,Salt Lake City,UT,84103,"$925,000 ","4 bds , 4 ba , 3,715 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/73-N-Virginia-E-St-Salt-Lake-City-UT-84103/2090938092_zpid/
House For Sale,1564 E Federal Pointe Dr,SALT LAKE CITY,UT,84103,"$2,850,000 ","4 bds , 5 ba , 7,253 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/1564-E-Federal-Pointe-Dr-Salt-Lake-City-UT-84103/89431802_zpid/
House For Sale,585 E 3rd Ave,Salt Lake City,UT,84103,"$460,000 ","3 bds , 2 ba , 1,908 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/585-E-3rd-Ave-Salt-Lake-City-UT-84103/2092521223_zpid/
House For Sale,825 N Hilltop Rd,SALT LAKE CITY,UT,84103,"$925,000 ","6 bds , 4 ba , 5,526 sqft",Plumb & Company,https://www.zillow.com/homedetails/825-N-Hilltop-Rd-Salt-Lake-City-UT-84103/12716995_zpid/
House For Sale,1107 N Twickenham Dr,SALT LAKE CITY,UT,84103,"$1,195,000 ","6 bds , 5 ba , 6,343 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1107-N-Twickenham-Dr-Salt-Lake-City-UT-84103/12709871_zpid/
House For Sale,118 E Edgecombe Dr,SALT LAKE CITY,UT,84103,"$1,950,000 ","3 bds , 7 ba , 6,200 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/118-E-Edgecombe-Dr-Salt-Lake-City-UT-84103/12717606_zpid/
House For Sale,35 E Dorchester Dr,SALT LAKE CITY,UT,84103,"$1,200,000 ","5 bds , 4 ba , 5,740 sqft",RE/MAX ASSOCIATES,https://www.zillow.com/homedetails/35-E-Dorchester-Dr-Salt-Lake-City-UT-84103/12717518_zpid/
House For Sale,1553 E Connecticut Dr,SALT LAKE CITY,UT,84103,"$2,600,000 ","4 bds , 6 ba , 8,498 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1553-E-Connecticut-Dr-Salt-Lake-City-UT-84103/12721896_zpid/
Condo For Sale,241 N Vine St APT 1004W,SALT LAKE CITY,UT,84103,"$685,000 ","3 bds , 3 ba , 2,150 sqft",,https://www.zillow.com/homedetails/241-N-Vine-St-APT-1004W-Salt-Lake-City-UT-84103/12716893_zpid/
House For Sale,1301 E Federal Heights Dr,SALT LAKE CITY,UT,84103,"$980,000 ","5 bds , 4 ba , 3,587 sqft",,https://www.zillow.com/homedetails/1301-E-Federal-Heights-Dr-Salt-Lake-City-UT-84103/12721950_zpid/
House For Sale,1472 E Federal Heights Dr,SALT LAKE CITY,UT,84103,"$1,650,000 ","7 bds , 5 ba , 7,360 sqft",,https://www.zillow.com/homedetails/1472-E-Federal-Heights-Dr-Salt-Lake-City-UT-84103/12722023_zpid/
Condo For Sale,123 E 2nd Ave APT 401,Salt Lake City,UT,84103,"$450,000 ","3 bds , 2 ba , 1,446 sqft",,https://www.zillow.com/homedetails/123-E-2nd-Ave-APT-401-Salt-Lake-City-UT-84103/12719022_zpid/
Condo For Sale,400 E Capitol Park Ave APT 102,Salt Lake City,UT,84103,"$659,000 ","2 bds , 2 ba , 1,136 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/400-E-Capitol-Park-Ave-APT-102-Salt-Lake-City-UT-84103/72628964_zpid/
House For Sale,465 E 1st Avenue N Ave # 465/67,Salt Lake City,UT,84103,"$675,000 ","6 bds , 3 ba , 2,708 sqft",REALTYPATH (PREFERRED),https://www.zillow.com/homedetails/465-E-1st-Avenue-N-Ave-465-67-Salt-Lake-City-UT-84103/2092720899_zpid/
Condo For Sale,171 E Third N Ave # 601,Salt Lake City,UT,84103,"$1,099,000 ","1 bd , 2 ba , 1,511 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/171-E-Third-N-Ave-601-Salt-Lake-City-UT-84103/2092843179_zpid/
House For Sale,1804 E Fort Douglas Cir,SALT LAKE CITY,UT,84103,"$1,275,000 ","6 bds , 5 ba , 6,050 sqft",Coldwell Banker Residential Brokerage-Salt Lake,https://www.zillow.com/homedetails/1804-E-Fort-Douglas-Cir-Salt-Lake-City-UT-84103/12722313_zpid/
House For Sale,1804 E Fort Douglas Cir,Salt Lake City,UT,84103,"$1,275,000 ","6 bds , 5 ba , 6,050 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1804-E-Fort-Douglas-Cir-Salt-Lake-City-UT-84103/2091278691_zpid/
Apartment For Sale,465 E 1st N Ave # 465/67,Salt Lake City,UT,84103,"$675,000 ","6 bds , 3 ba , 2,493 sqft",REALTYPATH (PREFERRED),https://www.zillow.com/homedetails/465-E-1st-N-Ave-465-67-Salt-Lake-City-UT-84103/2092720810_zpid/
Lot/Land For Sale,403 N Virginia St,SALT LAKE CITY,UT,84103,"$2,900,000 ",5.43 ac lot,,https://www.zillow.com/homedetails/403-N-Virginia-St-Salt-Lake-City-UT-84103/12721854_zpid/
Condo For Sale,171 E 3rd Ave APT 515,Salt Lake City,UT,84103,"$675,000 ","2 bds , 3 ba , 2,405 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/171-E-3rd-Ave-APT-515-Salt-Lake-City-UT-84103/2091575339_zpid/
Lot/Land For Sale,299 E Oak Forest Rd,Salt Lake City,UT,84103,"$1,490,000 ",3.54 ac lot,Summit Sotheby's International Realty,https://www.zillow.com/homedetails/299-E-Oak-Forest-Rd-Salt-Lake-City-UT-84103/2091181085_zpid/
Lot/Land For Sale,403B N Virginia St,Salt Lake City,UT,84103,"$2,900,000 ",5.43 ac lot,BHHS Utah Properties - SV,https://www.zillow.com/homedetails/403B-N-Virginia-St-Salt-Lake-City-UT-84103/2091134003_zpid/
For Sale by Owner,266 E 4TH Ave APT 206,SALT LAKE CITY,UT,84103,"$180,000 ","1 bd , 1 ba , 756 sqft",,https://www.zillow.com/homedetails/266-E-4TH-Ave-APT-206-Salt-Lake-City-UT-84103/12719461_zpid/
Condo For Sale,131 E 1ST Ave APT 305,SALT LAKE CITY,UT,84103,"$348,000 ","2 bds , 2 ba , 1,240 sqft",Williams Realty,https://www.zillow.com/homedetails/131-E-1ST-Ave-APT-305-Salt-Lake-City-UT-84103/12719194_zpid/
Auction,1457 S 1300 W,SALT LAKE CITY,UT,84104,,"-- bds , -- ba , -- sqft",,https://www.zillow.com/homedetails/1457-S-1300-W-Salt-Lake-City-UT-84104/12740758_zpid/
House For Sale,1580 S 1000 W,SALT LAKE CITY,UT,84104,"$225,000 ","3 bds , 2 ba , 1,705 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/1580-S-1000-W-Salt-Lake-City-UT-84104/12741182_zpid/
House For Sale,1459 S 1000 W,SALT LAKE CITY,UT,84104,"$149,900 ","2 bds , 1 ba , 824 sqft",,https://www.zillow.com/homedetails/1459-S-1000-W-Salt-Lake-City-UT-84104/12741129_zpid/
House For Sale,1345 S Stewart St,SALT LAKE CITY,UT,84104,"$163,500 ","1 bd , 1 ba , 832 sqft",,https://www.zillow.com/homedetails/1345-S-Stewart-St-Salt-Lake-City-UT-84104/12741279_zpid/
Auction,1098 S Glendale Dr,SALT LAKE CITY,UT,84104,$163K,"3 bds , 1 ba , 1,084 sqft",,https://www.zillow.com/homedetails/1098-S-Glendale-Dr-Salt-Lake-City-UT-84104/12737879_zpid/
House For Sale,1049 W 400 S,SALT LAKE CITY,UT,84104,"$210,000 ","2 bds , 1 ba , 1,204 sqft",,https://www.zillow.com/homedetails/1049-W-400-S-Salt-Lake-City-UT-84104/12736269_zpid/
Condo For Sale,1409 W Poplar Grove S Ave # 2A,Salt Lake City,UT,84104,"$92,500 ","2 bds , 1 ba , 858 sqft",Froerer Real Estate and Property Management LLC,https://www.zillow.com/homedetails/1409-W-Poplar-Grove-S-Ave-2A-Salt-Lake-City-UT-84104/2094002734_zpid/
House For Sale,1158 S Redwood Dr,SALT LAKE CITY,UT,84104,"$249,000 ","4 bds , 1 ba , 1,600 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/1158-S-Redwood-Dr-Salt-Lake-City-UT-84104/12738081_zpid/
Lot/Land For Sale,920 W 500 S,SALT LAKE CITY,UT,84104,,1.00 ac lot,Chapman Richards & Associates,https://www.zillow.com/homedetails/920-W-500-S-Salt-Lake-City-UT-84104/12736680_zpid/
Lot/Land For Sale,917 W Gold S Pl,Salt Lake City,UT,84104,"$67,000 ","4,356 sqft lot",,https://www.zillow.com/homedetails/917-W-Gold-S-Pl-Salt-Lake-City-UT-84104/2093643839_zpid/
Lot/Land For Sale,775 W 800 S,Salt Lake City,UT,84104,"$84,900 ","3,484 sqft lot",,https://www.zillow.com/homedetails/775-W-800-S-Salt-Lake-City-UT-84104/2094238272_zpid/
Lot/Land For Sale,1158 S 900 W,Salt Lake City,UT,84104,"$62,000 ","4,791 sqft lot",,https://www.zillow.com/homedetails/1158-S-900-W-Salt-Lake-City-UT-84104/141852264_zpid/
Lot/Land For Sale,917 W Gold Pl,Salt Lake City,UT,84104,"$67,000 ","4,356 sqft lot",,https://www.zillow.com/homedetails/917-W-Gold-Pl-Salt-Lake-City-UT-84104/2091191438_zpid/
Foreclosure,S 1300 W,SALT LAKE CITY,UT,84104,,"4 bds , 1.5 ba , 1,125 sqft",,https://www.zillow.com/homedetails/S-1300-W-Salt-Lake-City-UT-84104/244910450_zpid/
House For Sale,1390 S 1500 E,SALT LAKE CITY,UT,84105,"$675,000 ","4 bds , 4 ba , 3,151 sqft",,https://www.zillow.com/homedetails/1390-S-1500-E-Salt-Lake-City-UT-84105/12766446_zpid/
House For Sale,910 S 1500 East St,Salt Lake City,UT,84105,"$675,000 ","4 bds , 3 ba , 2,342 sqft",Summit Real Estate Group PLLC,https://www.zillow.com/homedetails/910-S-1500-East-St-Salt-Lake-City-UT-84105/2090388078_zpid/
House For Sale,1327 E Bryan Ave,SALT LAKE CITY,UT,84105,"$379,000 ","2 bds , 1 ba , 1,400 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/1327-E-Bryan-Ave-Salt-Lake-City-UT-84105/12766742_zpid/
Apartment For Sale,1164 E Roosevelt Ave # 1164,Salt Lake City,UT,84105,"$699,900 ","5 bds , 3 ba , 4,088 sqft",Realtypath LLC,https://www.zillow.com/homedetails/1164-E-Roosevelt-Ave-1164-Salt-Lake-City-UT-84105/2090376225_zpid/
House For Sale,1227 E Gilmer S Dr,Salt Lake City,UT,84105,"$1,000,000 ","3 bds , 4 ba , 3,215 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/1227-E-Gilmer-S-Dr-Salt-Lake-City-UT-84105/2090394181_zpid/
Apartment For Sale,1869 S 500 E,SALT LAKE CITY,UT,84105,"$419,900 ","5 bds , 2 ba , 2,576 sqft",RE/MAX ASSOCIATES,https://www.zillow.com/homedetails/1869-S-500-E-Salt-Lake-City-UT-84105/12773384_zpid/
House For Sale,907 S 1200 E,SALT LAKE CITY,UT,84105,"$699,900 ","3 bds , 3 ba , 2,478 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/907-S-1200-E-Salt-Lake-City-UT-84105/12759080_zpid/
House For Sale,607 E Ramona Ave,SALT LAKE CITY,UT,84105,"$300,000 ","3 bds , 1 ba , 1,779 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/607-E-Ramona-Ave-Salt-Lake-City-UT-84105/12773555_zpid/
House For Sale,622 E Downington Ave,SALT LAKE CITY,UT,84105,"$410,000 ","2 bds , 2 ba , 1,880 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/622-E-Downington-Ave-Salt-Lake-City-UT-84105/12773148_zpid/
For Sale by Owner,1059 E Kensington Ave,SALT LAKE CITY,UT,84105,"$520,200 ","4 bds , 3 ba , 2,200 sqft",,https://www.zillow.com/homedetails/1059-E-Kensington-Ave-Salt-Lake-City-UT-84105/12769657_zpid/
Apartment For Sale,1549 E 2100 S,SALT LAKE CITY,UT,84105,"$424,000 ","4 bds , 2 ba , 2,340 sqft",,https://www.zillow.com/homedetails/1549-E-2100-S-Salt-Lake-City-UT-84105/12768094_zpid/
House For Sale,603 E Kensington Ave,SALT LAKE CITY,UT,84105,"$399,900 ","3 bds , 1 ba , 1,740 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/603-E-Kensington-Ave-Salt-Lake-City-UT-84105/12771979_zpid/
House For Sale,1967 S 800 E,SALT LAKE CITY,UT,84105,"$693,000 ","6 bds , 3 ba , 4,782 sqft",Capital Investment Real Estate LLC,https://www.zillow.com/homedetails/1967-S-800-E-Salt-Lake-City-UT-84105/12770687_zpid/
House For Sale,1931 S 700 E,SALT LAKE CITY,UT,84105,"$289,000 ","2 bds , 1 ba , 1,808 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1931-S-700-E-Salt-Lake-City-UT-84105/12770581_zpid/
House For Sale,719 E 900 S,SALT LAKE CITY,UT,84105,"$395,000 ","2 bds , 2 ba , 1,389 sqft",Law Real Estate,https://www.zillow.com/homedetails/719-E-900-S-Salt-Lake-City-UT-84105/12758444_zpid/
House For Sale,2003 S 500 E,SALT LAKE CITY,UT,84105,"$375,000 ","3 bds , 2 ba , 2,562 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/2003-S-500-E-Salt-Lake-City-UT-84105/12773490_zpid/
House For Sale,1175 E Gilmer Dr,SALT LAKE CITY,UT,84105,"$829,000 ","5 bds , 2 ba , 3,714 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1175-E-Gilmer-Dr-Salt-Lake-City-UT-84105/12759076_zpid/
House For Sale,1175 E Gilmer S Dr,Salt Lake City,UT,84105,"$829,000 ","5 bds , 2 ba , 3,714 sqft",Coldwell Banker Residential Brokerage-Sugarhouse,https://www.zillow.com/homedetails/1175-E-Gilmer-S-Dr-Salt-Lake-City-UT-84105/2090546109_zpid/
House For Sale,1402 E Laird Ave,SALT LAKE CITY,UT,84105,"$849,900 ","5 bds , 4 ba , 3,248 sqft",,https://www.zillow.com/homedetails/1402-E-Laird-Ave-Salt-Lake-City-UT-84105/12761214_zpid/
House For Sale,1153 E Ramona Ave,SALT LAKE CITY,UT,84105,"$314,900 ","3 bds , 1 ba , 1,200 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1153-E-Ramona-Ave-Salt-Lake-City-UT-84105/12771087_zpid/
For Sale by Owner,1527 E Laird Ave,SALT LAKE CITY,UT,84105,"$529,999 ","4 bds , 2 ba , 2,100 sqft",,https://www.zillow.com/homedetails/1527-E-Laird-Ave-Salt-Lake-City-UT-84105/12761377_zpid/
House For Sale,1181 E Harrison Ave,SALT LAKE CITY,UT,84105,"$329,900 ","2 bds , 1 ba , 1,450 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1181-E-Harrison-Ave-Salt-Lake-City-UT-84105/12769767_zpid/
For Sale by Owner,910 E Herbert Ave,Salt Lake City,UT,84105,"$570,000 ","4 bds , 2 ba , 2,043 sqft",,https://www.zillow.com/homedetails/910-E-Herbert-Ave-Salt-Lake-City-UT-84105/2090821201_zpid/
House For Sale,1881 S 1100 E,SALT LAKE CITY,UT,84105,"$449,000 ","3 bds , 2 ba , 1,226 sqft",IMPOWER REAL ESTATE - NINJA,https://www.zillow.com/homedetails/1881-S-1100-E-Salt-Lake-City-UT-84105/12771068_zpid/
House For Sale,1232 S Mcclelland E St,Salt Lake City,UT,84105,"$739,000 ","6 bds , 5 ba , 5,701 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/1232-S-Mcclelland-E-St-Salt-Lake-City-UT-84105/2091627277_zpid/
House For Sale,1175 S Douglas E St,Salt Lake City,UT,84105,"$1,350,000 ","5 bds , 4 ba , 4,810 sqft",Equity Real Estate - Advantage,https://www.zillow.com/homedetails/1175-S-Douglas-E-St-Salt-Lake-City-UT-84105/2091464514_zpid/
House For Sale,1547 E Yale Ave,SALT LAKE CITY,UT,84105,"$2,499,900 ","6 bds , 6 ba , 6,042 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/1547-E-Yale-Ave-Salt-Lake-City-UT-84105/12760995_zpid/
House For Sale,1410 E Princeton Ave,SALT LAKE CITY,UT,84105,"$1,090,000 ","3 bds , 3 ba , 3,374 sqft",Plumb & Company,https://www.zillow.com/homedetails/1410-E-Princeton-Ave-Salt-Lake-City-UT-84105/12761164_zpid/
Apartment For Sale,675 E Downington Ave,SALT LAKE CITY,UT,84105,"$324,900 ","2 bds , 2 ba , 1,114 sqft",Coldwell Banker Residential Brokerage-Sugarhouse,https://www.zillow.com/homedetails/675-E-Downington-Ave-Salt-Lake-City-UT-84105/12770255_zpid/
House For Sale,1430 S 900 E,SALT LAKE CITY,UT,84105,"$434,900 ","3 bds , 1 ba , 2,390 sqft",,https://www.zillow.com/homedetails/1430-S-900-E-Salt-Lake-City-UT-84105/12769104_zpid/
For Sale by Owner,1542 S 1300 E,SALT LAKE CITY,UT,84105,"$499,990 ","5 bds , 2 ba , 2,072 sqft",,https://www.zillow.com/homedetails/1542-S-1300-E-Salt-Lake-City-UT-84105/12770148_zpid/
Apartment For Sale,1750 S Park St,SALT LAKE CITY,UT,84105,"$389,000 ","4 bds , 2 ba , 1,580 sqft",Realtypath LLC - Executives,https://www.zillow.com/homedetails/1750-S-Park-St-Salt-Lake-City-UT-84105/12773021_zpid/
Lot/Land For Sale,1087 S 1300 E,SALT LAKE CITY,UT,84105,"$450,000 ","8,276 sqft lot",,https://www.zillow.com/homedetails/1087-S-1300-E-Salt-Lake-City-UT-84105/12760033_zpid/
House For Sale,1232 S Mcclelland St,SALT LAKE CITY,UT,84105,"$739,000 ","6 bds , 5 ba , 5,701 sqft",Equity RE Solid,https://www.zillow.com/homedetails/1232-S-Mcclelland-St-Salt-Lake-City-UT-84105/12760067_zpid/
Townhouse For Sale,2233 S 500 E APT 131,SALT LAKE CITY,UT,84106,"$274,990 ","3 bds , 2 ba , 1,799 sqft",Here Realty Co.,https://www.zillow.com/homedetails/2233-S-500-E-APT-131-Salt-Lake-City-UT-84106/61167680_zpid/
House For Sale,3349 S Ararat E St,Salt Lake City,UT,84106,"$325,000 ","2 bds , 2 ba , 1,125 sqft",Realtypath LLC,https://www.zillow.com/homedetails/3349-S-Ararat-E-St-Salt-Lake-City-UT-84106/2090376220_zpid/
New Construction,3510 S 1100 E # QN72OD,Salt Lake City,UT,84106,"$445,900+","3 bds , 3 ba , 2,406+ sqft",,https://www.zillow.com/community/equinox-at-milcreek/2090753375_zpid/
New Construction,3510 S 1100 E # OVQSNC,Salt Lake City,UT,84106,"$440,900+","3 bds , 3 ba , 2,381+ sqft",,https://www.zillow.com/community/equinox-at-milcreek/2090753374_zpid/
Apartment For Sale,2593 S 700 E,Salt Lake City,UT,84106,"$349,000 ","4 bds , 4 ba , 2,744 sqft",Utah Real Estate,https://www.zillow.com/homedetails/2593-S-700-E-Salt-Lake-City-UT-84106/2090344163_zpid/
For Sale by Owner,2800 S Filmore St,SALT LAKE CITY,UT,84106,"$689,000 ","3 bds , 2 ba , 2,040 sqft",,https://www.zillow.com/homedetails/2800-S-Filmore-St-Salt-Lake-City-UT-84106/12783660_zpid/
House For Sale,2855 S Filmore St,SALT LAKE CITY,UT,84106,"$399,000 ","3 bds , 2 ba , 1,752 sqft",Intermountain Properties,https://www.zillow.com/homedetails/2855-S-Filmore-St-Salt-Lake-City-UT-84106/12783748_zpid/
House For Sale,1721 E 3150 S,SALT LAKE CITY,UT,84106,"$329,700 ","2 bds , 2 ba , 1,520 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1721-E-3150-S-Salt-Lake-City-UT-84106/12784923_zpid/
House For Sale,2539 S Imperial St,SALT LAKE CITY,UT,84106,"$449,500 ","4 bds , 2 ba , 1,681 sqft",,https://www.zillow.com/homedetails/2539-S-Imperial-St-Salt-Lake-City-UT-84106/12777863_zpid/
Condo For Sale,2588 S 900 E APT 31,SALT LAKE CITY,UT,84106,"$179,900 ","2 bds , 1 ba , 935 sqft",Equity Real Estate (South Valley),https://www.zillow.com/homedetails/2588-S-900-E-APT-31-Salt-Lake-City-UT-84106/52834830_zpid/
